source_type,TX_x,TX_y,TX_z,moment,azimuth,dip,RX_x,RX_y,RX_z
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1500
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1550
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1600
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1650
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1700
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1750
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1800
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1850
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1900
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,1950
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2000
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2050
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2100
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2150
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2200
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2250
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2300
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2350
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2400
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2450
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2500
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2550
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2600
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2650
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2700
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2750
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2800
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2850
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2900
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,2950
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,3000
Magnetic_Dipole_Source,0,0,2050,1,0,90,500,0,3050
